#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     PROJECT                         NSSDC
#     DISCIPLINE                      Space Physics>Interplanetary Studies
#     SOURCE_NAME                     OMNI (1AU IP Data)>Merged 5 minute Interplantary OMNI data
#     DATA_TYPE                       HRO>Definitive 5minute
#     DESCRIPTOR                      IMF, Plasma, Indices, Energetic Proton Flux
#     DATA_VERSION                    1
#     TITLE                           Near-Earth Heliosphere Data (OMNI)
#     TEXT                            5minute averaged definitive multispacecraft interplanetary parameters data
#                                     Additional information for all parameters are available from OMNI Data Documentation:                  
#                                      https://omniweb.gsfc.nasa.gov/html/HROdocum.html                                                      
#                                     Additional data access options available at  SPDF's OMNIWeb Service: https://omniweb.gsfc.nasa.gov/ow_m
#                                     Recent omni high resolution updates Release Notes: https://omniweb.gsfc.nasa.gov/html/hro_news.html    
#     MODS                            created November 2006;
#                                     conversion to ISTP/IACG CDFs via SKTEditor Feb 2000
#                                     Time tags in CDAWeb version were modified in March 2005 to use the
#                                     CDAWeb convention of having mid-average time tags rather than OMNI's
#                                     original convention of start-of-average time tags.
#     LOGICAL_FILE_ID                 omni_hro_5min_00000000_v01
#     PI_NAME                         J.H. King, N. Papatashvilli
#     PI_AFFILIATION                  AdnetSystems, NASA GSFC
#     GENERATION_DATE                 Ongoing
#     ACKNOWLEDGEMENT                 NSSDC
#     ADID_REF                        NSSD0110
#     RULES_OF_USE                    Public
#     INSTRUMENT_TYPE                 Plasma and Solar Wind
#                                     Magnetic Fields (space)
#                                     Electric Fields (space)
#     GENERATED_BY                    King/Papatashvilli
#     TIME_RESOLUTION                 5 minute
#     LOGICAL_SOURCE                  omni_hro_5min
#     LOGICAL_SOURCE_DESCRIPTION      OMNI Combined, Definitive, 5-minute IMF and Plasma, and Energetic Proton Fluxes,                       
#                                      Time-Shifted to the Nose  of the Earth's Bow Shock, plus Magnetic Indices                             
#     LINK_TEXT                       Additional information for all parameters are available from
#                                     Additional data access options available at
#                                     Recent omni high resolution updates
#     LINK_TITLE                      OMNI Data documentation
#                                     SPDF's OMNIWeb Service
#                                     Release Notes
#     HTTP_LINK                       https://omniweb.gsfc.nasa.gov/html/HROdocum.html
#                                     https://omniweb.gsfc.nasa.gov/ow_min.html
#                                     https://omniweb.gsfc.nasa.gov/html/hro_news.html
#     ALT_LOGICAL_SOURCE              Combined_OMNI_1AU-MagneticField-Plasma-HRO_5min_cdf
#     MISSION_GROUP                   OMNI (Combined 1AU IP Data; Magnetic and Solar Indices)
#                                     ACE
#                                     Wind
#                                     IMP (All)
#                                     !___Interplanetary Data near 1 AU
#     SPASE_DATASETRESOURCEID         spase://VMO/NumericalData/OMNI/PT5M
#     CDFMAJOR                        ROW_MAJOR
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. Epoch Time
#  2. Bz (nT), GSM, determined from post-shift GSE components
#  3. Vx Velocity (km/s), GSE
#  4. Temperature (K)
#  5. Electric Field (mV/m)
#       NOTES:  Derived parameters are obtained from the following equations. Electric field = -V(km/s) * Bz (nT; GSM) * 10**-3
#  6. Plasma beta
#       NOTES:  Derived parameters are obtained from the following equations. Plasma beta = [(T*4.16/10**5) + 5.34] * Np / B**2 (B in nT)
#  7. Bow Shock Nose (Re) location, X, GSE
#  8. SYM/H - 5-minute SYM/H index,from WDC Kyoto (1981/001-2017/059)
#
EPOCH_TIME                    BZ,_GSM VX_VELOCITY,_GSE   TEMPERATURE ELECTRIC_FIELD   PLASMA_BETA  X_(BSN),_GSE SYM/H_INDEX
dd-mm-yyyy hh:mm:ss.ms             nT             km/s             K           mV/m                          Re          nT
07-10-2015 07:30:00.000      -8.95000         -461.900       91455.0        4.11000      0.290000       11.2200         -81
07-10-2015 07:35:00.000      -8.20000         -462.200       66552.0        3.82000      0.300000       11.3900         -81
07-10-2015 07:40:00.000      -9.60000         -448.800       60524.0        4.62000      0.220000       11.5500         -81
07-10-2015 07:45:00.000      -9.68000         -447.500       69031.0        4.35000      0.330000       11.1500         -80
07-10-2015 07:50:00.000      -9.56000         -448.200       76873.0        4.31000      0.290000       10.9900         -79
07-10-2015 07:55:00.000      -8.85000         -451.700       100661.        3.85000      0.380000       11.2000         -79
07-10-2015 08:00:00.000      -9.31000         -449.300       101623.        4.20000      0.390000       11.1000         -82
07-10-2015 08:05:00.000      -9.96000         -453.100       87504.0        4.53000      0.300000       11.3300         -84
07-10-2015 08:10:00.000      -10.1900         -450.000       96600.0        4.58000      0.300000       11.3700         -83
07-10-2015 08:15:00.000      -7.07000         -447.800       96809.0        3.18000      0.360000       11.4100         -81
07-10-2015 08:20:00.000      -6.56000         -453.000       110018.        2.98000      0.460000       11.2300         -81
07-10-2015 08:25:00.000      -8.26000         -459.400       121733.        3.80000      0.390000       11.2600         -80
07-10-2015 08:30:00.000      -10.5300         -464.300       146552.        4.90000      0.430000       10.8600         -80
07-10-2015 08:35:00.000      -11.8400         -479.400       191971.        6.28000      0.730000       10.2000         -80
07-10-2015 08:40:00.000      -8.85000         -461.000       109379.        4.10000      0.380000       11.1300         -81
07-10-2015 08:45:00.000      -7.17000         -465.900       114496.        3.46000      0.420000       11.4700         -81
07-10-2015 08:50:00.000      -6.16000         -460.600       127183.        2.93000      0.420000       11.7700         -82
07-10-2015 08:55:00.000      -7.02000         -449.000       91904.0        3.22000      0.260000       11.6700         -82
07-10-2015 09:00:00.000      -5.29000         -449.900       61579.0        2.55000      0.330000       11.8200         -82
07-10-2015 09:05:00.000      -5.78000         -443.600       77861.0        2.60000      0.270000       12.3500         -84
07-10-2015 09:10:00.000      -5.06000         -442.400       53995.0        2.26000      0.170000       12.8800         -85
07-10-2015 09:15:00.000      -4.86000         -440.100       57306.0        2.12000      0.220000       12.4200         -87
07-10-2015 09:20:00.000      -4.32000         -445.400       73266.0        1.75000      0.210000       12.6300         -87
07-10-2015 09:25:00.000      -2.92000         -440.100       66050.0        1.33000      0.230000       12.4800         -86
07-10-2015 09:30:00.000      -2.07000         -435.200       92207.0       0.930000      0.260000       12.6000         -86
07-10-2015 09:35:00.000     -0.550000         -441.800       82896.0       0.190000      0.260000       12.4800         -86
07-10-2015 09:40:00.000      -1.33000         -440.600       77054.0       0.600000      0.260000       12.3100         -86
07-10-2015 09:45:00.000       2.28000         -452.000       120229.       -1.03000      0.400000       11.7600         -84
07-10-2015 09:50:00.000       2.81000         -451.700       130872.       -1.64000      0.480000       11.5600         -81
07-10-2015 09:55:00.000       5.18000         -450.500       89131.0       -2.34000      0.380000       11.8100         -78
07-10-2015 10:00:00.000       4.31000         -448.800       114328.       -1.75000      0.400000       11.8600         -77
07-10-2015 10:05:00.000       2.55000         -453.200       133874.       -1.16000      0.540000       11.4600         -76
07-10-2015 10:10:00.000       3.72000         -450.500       120560.       -1.89000      0.690000       11.3800         -75
07-10-2015 10:15:00.000       6.97000         -446.000       66996.0       -3.11000      0.330000       11.9000         -72
07-10-2015 10:20:00.000       6.01000         -438.600       51929.0       -2.64000      0.320000       11.9800         -74
07-10-2015 10:25:00.000       4.03000         -431.800       101847.       -1.74000      0.450000       11.7500         -72
07-10-2015 10:30:00.000       4.12000         -433.900       67629.0       -1.79000      0.350000       11.8200         -70
07-10-2015 10:35:00.000       3.37000         -436.200       59217.0       -1.47000      0.500000       11.3000         -69
07-10-2015 10:40:00.000       1.20000         -435.500       89071.0      -0.520000      0.480000       11.2900         -67
07-10-2015 10:45:00.000      -1.19000         -440.500       98123.0       0.240000      0.500000       11.3700         -65
07-10-2015 10:50:00.000      -1.18000         -438.700       106834.       0.520000      0.530000       11.2900         -63
07-10-2015 10:55:00.000     -0.190000         -439.500       108889.       0.140000      0.540000       11.2900         -60
07-10-2015 11:00:00.000     -0.840000         -434.300       89221.0       0.220000      0.580000       11.3800         -58
07-10-2015 11:05:00.000      -2.09000         -433.000       90330.0       0.990000      0.570000       11.1600         -54
07-10-2015 11:10:00.000      -3.01000         -415.400       112571.        1.15000      0.930000       10.9100         -50
07-10-2015 11:15:00.000      -4.20000         -419.000       125402.        1.78000       1.09000       10.8600         -47
07-10-2015 11:20:00.000      -2.06000         -411.000       147153.       0.630000       2.33000       10.6100         -43
07-10-2015 11:25:00.000      -4.39000         -412.100       129136.        1.84000       2.11000       10.1900         -37
07-10-2015 11:30:00.000       4.84000         -416.100       69775.0       -2.04000       1.33000       10.2000         -36
07-10-2015 11:35:00.000       4.46000         -419.500       112844.       -1.89000       3.06000       10.1900         -39
07-10-2015 11:40:00.000      -2.06000         -423.400       117213.       0.880000       1.75000       10.3400         -34
07-10-2015 11:45:00.000     -0.600000         -419.200       129202.       0.580000       1.92000       10.3400         -40
07-10-2015 11:50:00.000       1.71000         -417.300       105896.      -0.720000       1.84000       10.4500         -41
07-10-2015 11:55:00.000      -2.81000         -417.500       58855.0        1.19000       1.05000       10.3600         -40
07-10-2015 12:00:00.000      -5.92000         -414.300       79439.0        2.48000      0.770000       10.8100         -39
07-10-2015 12:05:00.000      -6.41000         -421.300       91988.0        2.72000      0.710000       10.8100         -38
07-10-2015 12:10:00.000      -7.83000         -421.900       85455.0        3.34000      0.690000       10.5700         -38
07-10-2015 12:15:00.000      -10.7500         -408.300       91023.0        4.57000       1.06000       9.76000         -38
07-10-2015 12:20:00.000      -4.29000         -407.700       87029.0        1.78000       1.28000       9.83000         -37
07-10-2015 12:25:00.000    -0.0400000         -405.600       83800.0     -0.0200000       1.16000       10.5400         -37
07-10-2015 12:30:00.000      -1.42000         -409.200       82247.0       0.730000       1.30000       10.4800         -38
07-10-2015 12:35:00.000       6.96000         -413.700       52285.0       -2.91000      0.940000       10.6900         -37
07-10-2015 12:40:00.000      -3.48000         -407.900       65365.0        1.44000       1.10000       10.3000         -34
07-10-2015 12:45:00.000      -7.15000         -411.700       78717.0        3.01000       1.09000       10.1800         -33
07-10-2015 12:50:00.000      -2.32000         -410.100       95824.0       0.690000       1.51000       10.1800         -33
07-10-2015 12:55:00.000      -4.41000         -422.200       83569.0        2.25000       1.15000       10.2900         -34
07-10-2015 13:00:00.000      -9.35000         -421.200       83659.0        3.98000       1.33000       9.62000         -31
07-10-2015 13:05:00.000      -7.87000         -406.300       76572.0        3.29000       1.12000       9.82000         -29
07-10-2015 13:10:00.000      -4.81000         -409.500       57924.0        2.07000      0.840000       10.5000         -29
07-10-2015 13:15:00.000      -5.81000         -406.800       67829.0        2.40000      0.830000       10.5400         -30
07-10-2015 13:20:00.000      -6.15000         -409.700       81539.0        3.42000       1.16000       9.91000         -32
07-10-2015 13:25:00.000       9.67000         -431.900       111760.       -3.08000      0.820000       10.4300         -31
07-10-2015 13:30:00.000       9.62000         -434.400       109211.       -4.20000       2.06000       10.2700         -29
07-10-2015 13:35:00.000       8.03000         -432.900       84580.0       -3.87000       1.16000       10.4200         -30
07-10-2015 13:40:00.000       5.76000         -433.700       87153.0       -2.52000       1.55000       10.3700         -31
07-10-2015 13:45:00.000      -8.20000         -432.200       140998.        3.56000       1.73000       9.46000         -31
07-10-2015 13:50:00.000      -5.69000         -440.500       202000.        2.53000       1.59000       10.4100         -33
07-10-2015 13:55:00.000      -9.84000         -477.500       183398.        4.81000      0.630000       10.4200         -36
07-10-2015 14:00:00.000      -11.3000         -468.400       272270.        5.27000       1.16000       9.80000         -40
07-10-2015 14:05:00.000      -14.9400         -485.700       140910.        7.30000      0.350000       9.81000         -41
07-10-2015 14:10:00.000      -13.6600         -493.900       193848.        6.80000      0.390000       9.87000         -46
07-10-2015 14:15:00.000      -11.2600         -481.400       266358.        5.43000      0.650000       9.88000         -50
07-10-2015 14:20:00.000      -11.1000         -497.000       246938.        5.46000      0.520000       10.2800         -52
07-10-2015 14:25:00.000      -11.6400         -518.100       269824.        6.04000      0.510000       10.0700         -57
07-10-2015 14:30:00.000      -10.0400         -524.700       247858.        5.28000      0.400000       10.5600         -61
07-10-2015 14:35:00.000      -10.1700         -526.700       256910.        5.40000      0.420000       10.5400         -63
07-10-2015 14:40:00.000      -12.5900         -514.300       250106.        6.77000      0.440000       10.3000         -64
07-10-2015 14:45:00.000      -13.0000         -525.900       202555.        6.90000      0.370000       9.95000         -65
07-10-2015 14:50:00.000      -11.4800         -521.200       251383.        6.24000      0.480000       10.1300         -67
07-10-2015 14:55:00.000      -10.3100         -514.300       272525.        5.32000      0.490000       10.4100         -71
07-10-2015 15:00:00.000      -8.26000         -518.200       266847.        4.29000      0.470000       10.9100         -73
07-10-2015 15:05:00.000      -5.92000         -519.200       276083.        3.08000      0.490000       11.2200         -73
07-10-2015 15:10:00.000      -6.30000         -517.600       254628.        3.21000      0.440000       11.1800         -72
07-10-2015 15:15:00.000      -3.91000         -517.400       227051.        1.55000      0.370000       11.6600         -73
07-10-2015 15:20:00.000       2.26000         -527.200       188721.       -1.21000      0.390000       11.3000         -73
07-10-2015 15:25:00.000      0.910000         -518.900       227728.      -0.960000      0.450000       11.1900         -71
07-10-2015 15:30:00.000      -5.24000          99999.9   1.00000E+07        999.990       999.990       10.9000         -69
07-10-2015 15:35:00.000      -6.83000         -528.900       261374.        3.92000      0.640000       10.7300         -65
07-10-2015 15:40:00.000      -9.06000         -544.100       323118.        5.06000      0.690000       10.3800         -63
07-10-2015 15:45:00.000      -6.13000         -553.300       214320.        3.49000      0.460000       11.0300         -64
07-10-2015 15:50:00.000      -3.04000         -604.700       339052.        1.84000      0.660000       10.7500         -68
07-10-2015 15:55:00.000      -11.9700         -593.800       457718.        7.12000      0.690000       10.0000         -67
07-10-2015 16:00:00.000      -18.6700         -602.600       394390.        11.3700      0.590000       8.72000         -67
07-10-2015 16:05:00.000      -18.0000         -588.400       489903.        10.7600      0.730000       8.45000         -67
07-10-2015 16:10:00.000      -18.2700         -591.800       431783.        11.0500      0.620000       8.33000         -68
07-10-2015 16:15:00.000      -11.3800         -581.800       487862.        7.70000      0.860000       9.56000         -70
07-10-2015 16:20:00.000      -6.90000         -571.200       361173.        4.00000      0.880000       10.2900         -71
07-10-2015 16:25:00.000      -4.18000         -591.500       430520.        2.40000      0.870000       10.7200         -78
07-10-2015 16:30:00.000      -3.49000         -591.900       408181.        2.21000      0.740000       10.7600         -81
07-10-2015 16:35:00.000      -2.47000         -599.800       496308.        1.49000      0.800000       10.8900         -77
07-10-2015 16:40:00.000      -4.61000         -602.300       443860.        2.79000      0.690000       10.7600         -74
07-10-2015 16:45:00.000      -2.71000         -619.900       478233.        1.73000      0.900000       10.2700         -71
07-10-2015 16:50:00.000      -1.22000         -626.000       787226.        3.93000       1.53000       10.6100         -68
07-10-2015 16:55:00.000      -4.26000         -617.900       431316.        3.59000      0.830000       10.6700         -66
07-10-2015 17:00:00.000      -7.01000         -611.400       511772.        6.95000      0.790000       10.5500         -63
